"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","433","should show correct user role in data attribute","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Header & Navigation","ui/home-page/authenticated-buyer.spec.ts","",""
"","1","should detect spec file path with additional query params","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","1","should convert numeric strings to numbers","unit","2026-09-11","passed","2026-09-11","","Type Conversion","",""
"","680","nav toggle closes mobile menu on second click","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","2","should parse product data with nested properties","unit","2026-09-11","passed","2026-09-11","","Real-World Scenarios","",""
"","406","should navigate to shop page from login page","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Navigation","ui/login-page/navigation.spec.ts","",""
"","1361","should handle empty email submission","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Functionality","ui/login-page/functionality.spec.ts","",""
"","65","should return consistent error envelope for validation errors","api","2026-09-11","passed","2026-09-11","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","33","should return 401 when accessing orders without token","api","2026-09-11","passed","2026-09-11","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","1376","should filter products by search","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Catalogue Toolbar","ui/home-page/authenticated-buyer.spec.ts","",""
"","452","should show sale badges for discounted products","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Product Catalogue","ui/home-page/authenticated-buyer.spec.ts","",""
"","43","should clear entire cart","api","2026-09-11","passed","2026-09-11","Buyer API -- Cart Operations","api/buyer/cart-operations.spec.ts","",""
"","468","product card contains all required elements","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","754","aria-live regions are present","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Accessibility","ui/home-page/accessibility.spec.ts","",""
"","3","should handle different file extensions","unit","2026-09-11","passed","2026-09-11","","buildCsvFilePath","",""
"","624","nav toggle works on mobile","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","335","sold out badge appears correctly","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Product Cards","ui/home-page/product-card.spec.ts","",""
"","9","seller cannot remove discount from another seller's product","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > DELETE /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","0","should handle invalid JSON gracefully","unit","2026-09-11","passed","2026-09-11","","Error Handling","",""
"","1","should return typed data","unit","2026-09-11","passed","2026-09-11","","readFileAs","",""
"","5","should include CORS headers for allowed origin","api","2026-09-11","passed","2026-09-11","Home Page API -- CORS Headers","api/home-page/cors-headers.spec.ts","",""
"","739","images have alt attributes","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Accessibility","ui/home-page/accessibility.spec.ts","",""
"","484","should have accessible sort select","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","56","should return consistent error envelope for insufficient stock","api","2026-09-11","passed","2026-09-11","Buyer API -- Error Envelope Compliance","api/buyer/error-envelope.spec.ts","",""
"","286","should have password field type password","ui","2026-09-11","passed","2026-09-11","Login Page UI -- Security","ui/login-page/security.spec.ts","",""
"","518","should have aria-live region for catalogue updates","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","135","seller can get their own listings","api","2026-09-11","passed","2026-09-11","Seller API -- GET /api/v1/products/seller/mine","api/seller/products-get.spec.ts","",""
"","483","sort options are correct","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Catalogue Toolbar","ui/home-page/catalog-toolbar.spec.ts","",""
"","0","should detect spec file path from relative path pattern","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","42","should return 401 when accessing cart without token","api","2026-09-11","passed","2026-09-11","Buyer API -- Authentication & Authorization","api/buyer/authentication.spec.ts","",""
"","8","buyer cannot issue certificate","api","2026-09-11","passed","2026-09-11","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","1","should handle nested file paths","unit","2026-09-11","passed","2026-09-11","","getAbsolutePath","",""
"","5","should extract folder path from spec file with ui path","unit","2026-09-11","passed","2026-09-11","","extractDataFolder","",""
"","23","seller cannot issue duplicate certificate for same product","api","2026-09-11","skipped","2026-09-11","Seller API -- POST /api/v1/products/:id/certificate","api/seller/products-certificate.spec.ts","",""
"","456","should have accessible nav toggle","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Authenticated Buyer > Accessibility","ui/home-page/authenticated-buyer.spec.ts","",""
"","1","should parse JSON objects","unit","2026-09-11","passed","2026-09-11","","Type Conversion","",""
"","293","skip link works correctly","ui","2026-09-11","passed","2026-09-11","Home Page UI -- Header and Navigation","ui/home-page/header-navigation.spec.ts","",""
"","1","should handle multiple test environments","unit","2026-09-11","passed","2026-09-11","","Integration Scenarios","",""
"","4","buyer cannot access seller listings","api","2026-09-11","passed","2026-09-11","Seller API -- GET /api/v1/products/seller/mine","api/seller/products-get.spec.ts","",""
"","37","seller cannot add discount with invalid percentage","api","2026-09-11","passed","2026-09-11","Seller API -- Product Discount Management > PUT /api/v1/products/:id/discount","api/seller/products-discount.spec.ts","",""
"","0","should throw error for empty JSON file","unit","2026-09-11","passed","2026-09-11","","readJsonFile","",""
"","11","should read CSV file based on extension","unit","2026-09-11","passed","2026-09-11","","readFile","",""
"","1","should detect spec file path with Windows-style paths","unit","2026-09-11","passed","2026-09-11","","detectSpecPath","",""
"","0","should handle real-world CSV with special characters","unit","2026-09-11","passed","2026-09-11","","Integration Scenarios","",""
